,distance_km,pickup_hour,fare_per_km,is_weekend,is_rush_hour,passenger_count,fare_amount,pickup_latitude,pickup_longitude
49358919,1.0359281136773157,12,13.514451258884263,0,0,1,14.0,40.753267,-73.969975
41218962,2.1269092250920143,12,2.679945120720141,1,0,1,5.7,40.754287,-73.965897
49861582,1.1947848606479872,21,3.431580140525366,1,0,2,4.1,40.755603,-73.983631
22808661,5.720690425842803,23,2.6220611295864904,0,0,1,15.0,40.773087,-73.982285
33032520,1.8013972484929457,13,2.720110738538851,0,0,3,4.9,40.729737,-73.993177
31910812,1.981060258991589,15,4.038241625255865,0,0,1,8.0,40.764166,-73.961619
1721916,9.243790121164393,1,1.3522591746625938,1,0,1,12.5,40.773099,-73.952625
25572801,0.13197956992885074,12,37.884651410028575,0,0,1,5.0,40.87348175048828,-74.01847839355469
54201494,8.078709214499073,18,2.537534085669046,0,1,1,20.5,40.770396000000005,-73.866064
30380233,1.0102638013256355,19,4.949202370152391,0,1,1,5.0,40.81677,-73.953677
16643371,5.453084559028495,22,2.43898656916655,1,0,3,13.3,40.671523,-73.98765300000001
25454684,3.3731458934392227,8,3.1128211858320527,0,1,2,10.5,40.757095,-73.9724
29940369,3.307617648482526,18,2.569825446390287,0,1,1,8.5,40.756890000000006,-73.973885
36574666,2.568081988354653,2,6.2692702464359895,1,0,1,16.1,40.733726,-73.998147
48407340,5.91324726677939,23,2.6212331906157496,0,0,1,15.5,40.741792,-73.98983
20650478,2.472968179393902,14,2.951918290266538,1,0,3,7.3,40.743342,-73.987758
8799969,4.724183076391855,20,3.9160209714246665,0,0,2,18.5,40.746606,-74.000996
45295032,1.007689810857038,10,4.961844355404875,1,0,4,5.0,40.766315000000006,-73.98666800000001
19895540,20.144659041548245,13,2.8459156286416762,0,0,1,57.33,40.762077000000005,-73.972757
36987325,14.456871417171964,20,2.49708245707437,0,0,5,36.1,40.755978000000006,-73.983313
27126419,4.317378124084808,19,3.173222174720707,1,1,1,13.7,40.749667,-73.99204499999999
32334350,2.2395618851995533,6,3.616778823362704,0,0,1,8.1,40.776791,-73.982424
32546789,8.523336791835202,18,6.726238960182634,0,1,1,57.33,40.768852,-73.86248
4521286,1.3765125827791564,14,7.046793557394047,0,0,1,9.7,40.749463,-73.987882
7774719,3.7482791979106604,11,2.3744229098411282,0,0,1,8.9,40.792458,-73.973488
26344929,4.163599931782416,18,2.233643998552646,0,1,1,9.3,40.739063,-74.00313
25267250,1.2172888972260656,18,4.025338612030411,0,1,1,4.9,40.745472,-73.980452
27249773,3.6314659102813875,13,2.67109763375099,0,0,3,9.7,40.719401,-73.99006800000001
5576916,7.022089822258047,21,2.6345433436866914,0,0,6,18.5,40.774722,-73.98078000000001
39411788,0.2935043161852992,16,13.969130175964876,1,0,2,4.1,40.722738,-73.99876
30449178,2.6577739194646894,21,3.574419904727421,0,0,1,9.5,40.754043,-73.97515899999999
9304234,0.9597232196008976,21,5.939212351630249,1,0,5,5.7,40.722932,-73.989115
51082740,0.48873970242660936,19,7.570491985057432,0,1,1,3.7,40.789102,-73.970293
27175488,1.392530635534891,23,4.308702334362155,1,0,1,6.0,40.791501,-73.968652
18711530,0.824951579632646,17,5.939742550928854,0,1,2,4.9,40.750742,-73.994508
47583163,3.940476142580856,9,3.42598191475359,0,1,1,13.5,40.749882,-73.991437
20031311,3.127428287502582,7,2.9736892887883117,0,1,1,9.3,40.773147,-73.949223
3811130,0.7654755226292591,9,9.144642503990676,0,1,1,7.0,40.751067,-73.990403
32155216,0.9983898690542874,8,4.507257274417828,1,1,1,4.5,40.76319,-73.962675
40097964,0.7287266575916589,18,6.175154913190467,0,1,1,4.5,40.748576,-73.988799
23242482,2.802199357197214,12,4.460781838342371,1,0,1,12.5,40.717165,-73.958352
15275279,5.725355189297173,15,2.6723232872261646,0,0,1,15.3,40.734708000000005,-73.990026
7627951,1.6503146972987637,8,5.453505331274821,0,1,5,9.0,40.762592,-73.982497
6016881,2.341659918878807,13,6.619236155957881,0,0,1,15.5,40.751337,-74.006498
33365404,0.7473281006138105,14,6.021451617173193,0,0,1,4.5,40.768598,-73.952363
14470482,10.1312374274702,15,3.191120554764542,1,0,6,32.33,40.77369,-73.870835
10185359,1.8738020723088806,10,4.749701225932314,0,0,1,8.9,40.73055,-73.980747
53947419,3.17450826644827,21,3.6856101852556495,0,0,1,11.7,40.733990000000006,-73.990788
54253775,3.1056717877630478,22,2.608131365302534,1,0,1,8.1,40.812015,-73.961223
26227151,2.486435725597469,19,4.826185481676388,0,1,1,12.0,40.758006,-73.977354
47677799,0.7760763884158981,20,6.442664761655534,0,0,1,5.0,40.763387,-73.98146
1770740,1.9751284496277859,18,3.290925206016312,0,1,1,6.5,40.761883000000005,-73.966265
13657258,1.3269032875739153,15,4.597170010146801,1,0,1,6.1,40.748033,-73.988865
38925423,1.8170171462346874,14,3.852467773628744,1,0,3,7.0,40.79453,-73.966323
42956035,9.171278765002619,1,1.886323646165504,0,0,1,17.3,40.741937,-73.981063
2844020,1.433764017463098,20,4.184789077505516,0,0,1,6.0,40.721807,-73.988972
11082417,7.132622422952491,0,1.9768325258080068,0,0,1,14.1,40.591192,-73.964967
10457354,2.219448834762343,22,3.649554733199038,0,0,3,8.1,40.739032,-73.983047
2299722,1.305559137264849,12,4.059563330929244,0,0,2,5.3,40.739277,-73.991341
18036977,0.9099932100196378,19,9.780292756039286,1,1,1,8.9,40.763827,-73.973718
39524163,4.297626306055468,14,2.3501345349103144,1,0,1,10.1,40.709427000000005,-74.013302
30304115,1.4635091276586645,18,3.758090671288775,1,1,1,5.5,40.763269,-73.974131
49763088,1.395096815522778,15,4.945893305200038,0,0,1,6.9,40.714419,-74.008344
34277740,3.100989393145148,23,3.2247772346804444,0,0,1,10.0,40.7291,-73.9904
23961068,1.5588908203925116,13,7.6977809112882785,0,0,1,12.0,40.73521,-73.989857
55309906,2.146112406571966,18,3.2151158433595413,0,1,2,6.9,40.752205,-73.976752
29042829,5.386283499468618,0,2.877679944163568,1,0,1,15.5,40.780992,-73.98096
51840281,1.7943028704635877,12,4.737215851303791,0,0,5,8.5,40.747583,-73.98291800000001
25846929,4.719408101135307,17,3.708092121931599,1,1,2,17.5,40.714972,-73.96079300000001
11972605,0.26007654456643897,16,18.840607130368305,0,0,1,4.9,40.757197,-73.977695
20747283,2.024075054517864,8,4.199449017973647,1,1,5,8.5,40.739910125732415,-73.9794692993164
25496205,3.4288408253014198,18,2.8289443850597236,1,1,2,9.7,40.788188,-73.970975
43796734,3.452299172907925,21,3.1573161693338303,0,0,1,10.9,40.756538,-73.978023
23975201,2.5492999133461267,6,3.53038100887349,0,0,1,9.0,40.77918243408203,-73.98785400390625
6783241,0.8749057843339213,23,4.57192085322108,0,0,1,4.0,40.745505,-74.005778
10832380,5.107294968111255,3,2.4474795519050794,1,0,1,12.5,40.736095,-73.98522700000001
48134545,22.01728285471955,6,2.4026579641574863,0,0,1,52.9,40.644742,-73.778262
25525284,0.2575768851383219,13,15.917577378103047,1,0,5,4.1,40.72138,-73.99278699999999
31672142,2.8816065328817055,10,4.858400978845477,0,0,2,14.0,40.75858,-73.98139599999999
8189604,1.6878887661905955,3,3.850964666747491,1,0,1,6.5,40.77169,-73.98278499999999
4432520,0.8757098425175709,11,4.681916087882424,1,0,4,4.1,40.767982,-73.96425500000001
2105684,1.8462876628558953,21,3.9538800734378152,1,0,2,7.3,40.734928,-73.97991
41056227,2.4457466292669388,6,3.1483228507230585,0,0,1,7.7,40.718002,-73.990887
34258313,0.9087000810617704,12,6.0526020791959505,0,0,1,5.5,40.742079,-73.980949
6255172,2.9283459894419512,9,2.492874826376355,0,1,1,7.3,40.81368,-73.95992700000001
38818303,1.1815462085551662,8,3.8085687782814257,1,1,1,4.5,40.791515,-73.975989
18495398,1.8008472903400194,19,3.831529767689078,0,1,1,6.9,40.762807,-73.974653
6561257,1.9657388364708204,17,3.052287459900864,0,1,1,6.0,40.740492,-73.998362
29375069,1.2654348257591164,12,7.507300895011393,0,0,1,9.5,40.736487,-73.994093
44743905,2.6025223042912518,7,3.7271534557094266,0,1,2,9.7,40.764343,-73.958247
49818206,1.513437751141559,10,2.973363124189105,0,0,1,4.5,40.776234,-73.952924
34410243,1.3938081062673309,8,4.66348270667419,0,1,1,6.5,40.768028,-73.992678
15670983,1.9373041393908033,17,2.9422329122738566,0,1,1,5.7,40.761173,-73.97040799999999
4574925,1.1035702750797158,21,4.802594016604115,0,0,1,5.3,40.782147,-73.971637
48463584,5.378931268761565,1,2.100789066710215,1,0,3,11.3,40.7567,-73.966848
36526300,5.922257088299608,11,3.461518082438724,1,0,2,20.5,40.77026,-73.91808499999999
1826534,1.314345913472305,13,5.706260371127205,0,0,1,7.5,40.768072,-73.961787
47448372,1.6238905891726947,16,3.6948302059295464,1,0,1,6.0,40.79126,-73.968802
11943473,1.6929372515971137,14,5.020859451217768,0,0,1,8.5,40.7442,-73.99171199999999
34756750,2.8548401742781313,17,3.3977383698730947,0,1,5,9.7,40.773085,-73.962052
41986427,1.04924159153405,8,3.8122773937618843,0,1,1,4.0,40.766272,-73.96321999999999
23785740,0.9813692733453613,9,4.585429890891204,0,1,1,4.5,40.777705,-73.9862
6550463,9.424167244117996,23,3.8019274352715833,1,0,1,35.83,40.773301,-73.87203000000001
5898224,4.039496622999288,23,3.342000565896346,0,0,1,13.5,40.741642,-73.98943
9803215,4.604939781614672,18,2.0195703833371423,0,1,1,9.3,40.772328,-73.982497
33611746,1.5348977023151629,20,3.909055301177336,0,0,1,6.0,40.74352,-73.99244200000001
49658829,11.726870746988661,12,2.302404501809088,0,0,1,27.0,40.733304,-73.84976
14646213,5.7212647571824355,19,2.2547462051647638,0,1,1,12.9,40.740324,-74.002076
46188722,5.2220587554708535,1,4.595888542015459,1,0,1,24.0,40.759264,-73.98111
14993627,0.842454507348833,23,8.665156321583199,0,0,1,7.3,40.741055,-73.978705
30361506,4.464689317938028,16,3.359696259207483,1,0,1,15.0,40.74961471557617,-73.99513244628906
51423330,7.13655912981931,11,3.15277987482599,0,0,1,22.5,40.827917,-73.949558
54410654,1.469058041983397,18,4.152320620201159,1,1,2,6.1,40.77042,-73.982417
21821506,1.781333710671268,23,4.547154725403833,0,0,1,8.1,40.742132,-73.993297
13845593,0.9554579514053743,9,9.942876069037405,0,1,1,9.5,40.750992,-73.990392
47454993,2.2520514160410627,3,3.2414890477202567,0,0,1,7.3,40.720988,-73.98931
45740665,3.7955711476927094,19,2.3448381425836855,0,1,1,8.9,40.751208,-74.006567
8934478,3.182034434946658,17,4.556833150752207,0,1,1,14.5,40.74926,-73.987579
1575558,2.3895291560893512,21,3.5571861420226005,0,0,1,8.5,40.757472,-73.98943
1116548,11.576323278149712,1,1.9781755787024111,1,0,2,22.9,40.745615,-73.99077199999999
51699746,1.5356402619818066,8,5.860747613106426,0,1,1,9.0,40.7426643371582,-73.98467254638672
28392781,10.621707197417509,22,2.268938462722783,1,0,6,24.1,40.722177,-73.99717
54918404,1.7002697675996423,0,3.8229227642954458,0,0,2,6.5,40.750237,-73.990792
18558246,1.9484011488613393,12,4.362551318021684,1,0,1,8.5,40.759327,-73.97699300000001
1112853,1.9555172245316326,2,4.09098927876541,1,0,1,8.0,40.719037,-73.989518
8895436,2.4473960805317283,12,3.7999570539393264,1,0,1,9.3,40.788303000000006,-73.97653199999999
35320315,1.0954068201891993,21,6.299029614228829,0,0,1,6.9,40.805318,-73.965845
5992714,11.424724263339968,2,2.6346368898009973,0,0,1,30.1,40.72395,-73.995408
11148296,1.2456545165401383,14,6.82372189650878,1,0,1,8.5,40.723379,-73.995599
37984613,2.4591628165146657,19,4.879709435834516,0,1,1,12.0,40.762122,-73.974815
19480422,3.0983218797598555,20,3.550308982374868,0,0,1,11.0,40.754704,-73.991568
28323083,3.4550688160171994,6,2.9232413412948133,0,0,1,10.1,40.718596000000005,-73.987829
32863228,5.170746285971185,20,2.3400877418465993,0,0,1,12.1,40.764369,-73.973015
37762984,1.5857768782596808,19,3.8466950071150467,0,1,1,6.1,40.75394,-73.99349699999999
38595873,3.2597707596308383,13,3.098377384409633,0,0,1,10.1,40.720787,-74.000637
27072685,2.3133782072216382,23,3.458146175591401,1,0,1,8.0,40.720475,-74.000897
48755429,5.510383828748522,20,2.722133424126045,1,0,1,15.0,40.765502000000005,-73.95481
10651397,4.144815662002015,12,2.34027295566499,0,0,1,9.7,40.764045,-73.973066
8971067,1.0132888210983348,10,4.835738733097578,0,0,5,4.9,40.736548,-74.001122
34708013,0.7005116584731584,22,8.56516794178366,0,0,1,6.0,40.72648,-73.989937
18447508,11.671809001370043,12,2.1676160051137123,0,0,1,25.3,40.768969,-73.862849
4104501,5.303484074814969,6,3.5825505897579,0,0,1,19.0,40.750782,-73.97149499999999
24627167,0.899377981536321,22,5.003458048097956,0,0,2,4.5,40.75196,-73.973677
931334,4.249725454453219,8,2.1883766609569286,1,1,1,9.3,40.777913,-73.951217
5766814,1.7589699399671075,12,4.377562017997868,0,0,1,7.7,40.764071,-73.976403
26932378,4.925993608754194,1,2.699962902177543,1,0,1,13.3,40.711116,-74.016086
34806164,2.4425808981923987,21,3.152403265618874,0,0,2,7.7,40.783488,-73.95271899999999
10067605,6.358155277310933,0,2.972560306516045,0,0,1,18.9,40.756165,-73.975087
3091365,3.916490360833491,2,2.297975782094012,0,0,1,9.0,40.743453,-73.973726
55090749,0.49649367838637076,17,8.257909775055353,0,1,1,4.1,40.773508,-73.948957
35744436,0.6954617348359518,8,5.320206439356108,0,1,1,3.7,40.753303,-73.98075
5233566,1.1570295969470732,8,4.580695268283998,0,1,1,5.3,40.787478,-73.95419
35530214,5.629599600902074,11,2.6467246440781436,0,0,1,14.9,40.804802,-73.96231
21748460,2.375672339105531,9,3.241187714842503,0,1,5,7.7,40.748807,-73.985858
38323091,3.5797010678105328,11,5.056288124938482,0,0,1,18.1,40.777657,-73.958977
46213675,5.59917246384902,22,3.0361629526077767,0,0,1,17.0,40.70762252807617,-74.01184844970702
33788184,1.1442323715578706,10,5.680664313971698,0,0,1,6.5,40.74528503417969,-73.98286437988281
38297450,0.609165672119823,17,6.7305171444288625,0,1,1,4.1,40.762784,-73.967591
38394124,0.29346381835372065,10,15.33408794734626,0,0,3,4.5,40.7474,-73.983165
5281630,4.859386885045356,14,3.807064643676201,1,0,1,18.5,40.704368591308594,-74.00897979736328
52563811,1.7566142606877182,20,3.9280109210195273,0,0,3,6.9,40.748255,-73.973443
4590762,2.4076876971734507,2,2.6996856808425758,1,0,1,6.5,40.7648,-73.987993
13234965,1.0500899604835983,13,6.189945856645037,1,0,3,6.5,40.80309295654297,-73.96748352050781
15670892,1.682777120824106,19,3.2684066903087476,0,1,1,5.5,40.762722,-73.9658
20834943,10.168283184492335,17,3.8679095857580212,0,1,1,39.33,40.7573356628418,-73.96678924560547
12546440,2.9999843442482965,18,3.8333533380093505,0,1,1,11.5,40.726068,-73.98634
41279727,2.5241676342135775,4,3.169361611156407,1,0,2,8.0,40.794915,-73.973635
50752030,10.60423775902435,18,2.1972347781594563,0,1,1,23.3,40.736319,-73.984965
20474811,18.983896327319997,17,2.196598594988582,1,1,5,41.7,40.751612,-73.994107
42807009,6.478139892268737,2,2.5470274298478395,1,0,1,16.5,40.69337,-73.973649
25124310,1.4091285985290016,9,4.0450530958993145,0,1,1,5.7,40.758568,-73.968874
13875925,7.094271836648379,7,1.9311354731611798,0,1,1,13.7,40.777709,-73.951269
49514136,0.9473147674514585,16,5.172515164291559,0,0,1,4.9,40.726211,-73.998174
52796138,1.855817950176579,8,3.502498722669178,0,1,1,6.5,40.774487,-73.961427
35340642,2.9617613632184234,16,3.0049686347210427,0,0,5,8.9,40.788783,-73.95517199999999
47378088,2.3284477409477744,20,4.337653717703315,0,0,1,10.1,40.748122,-74.007335
42534392,2.2398688831377447,7,5.357456452178428,0,1,1,12.0,40.747817,-73.973855
19896815,2.296207566103665,0,2.8307545432530596,1,0,2,6.5,40.764413,-73.988168
15837371,4.673867281941416,14,2.9953781644789714,0,0,2,14.0,40.759369,-73.984039
16710863,2.363209608692849,15,3.2582805908017045,0,0,1,7.7,40.768217,-73.983932
31584693,2.073939322415777,11,2.5555231740465896,1,0,1,5.3,40.74816,-73.982642
37506326,1.2994013254432975,22,4.078801442034759,0,0,5,5.3,40.737343,-74.00089799999999
12486188,1.2867914565965368,22,5.439886909503157,1,0,1,7.0,40.744095,-74.006828
14301447,3.584298667305744,8,3.9059245055947196,0,1,1,14.0,40.755467,-73.988917
5985121,4.507829289780328,19,3.2166258009975803,0,1,1,14.5,40.715821000000005,-74.001584
2377352,1.434936854251572,16,3.484473888300735,0,0,1,5.0,40.77877426147461,-73.98198699951173
33410736,3.1949568946444455,9,2.816939413200307,0,1,1,9.0,40.75881,-73.974618
44074553,0.6590152796574774,9,7.58707749932406,1,1,1,5.0,40.751348,-73.939978
3195272,3.006393757716435,2,2.6942578560143473,0,0,1,8.1,40.721086,-73.99381
35463584,1.3045677995791618,13,5.36576175056453,0,0,1,7.0,40.744877,-73.991546
22933254,1.3689445838378858,13,4.3829385578039854,0,0,5,6.0,40.76049041748047,-73.96749877929686
41670336,5.401963247017992,21,2.1658792303814116,0,0,2,11.7,40.774202,-73.951299
48271788,4.909823044987286,11,2.3015086076344042,0,0,2,11.3,40.763687,-73.97378499999999
53198130,1.10641834971708,21,4.970994923761336,0,0,1,5.5,40.732478,-73.996011
40579405,0.49044353434505905,18,13.253309595935718,0,1,1,6.5,40.756195068359375,-73.96600341796875
45555009,7.836211847778074,0,4.317136986233004,1,0,6,33.83,40.771037,-73.86588499999999
851996,1.0367423680073915,1,5.305078840918738,0,0,1,5.5,40.737092,-73.996352
45557468,2.698150391834161,17,2.8538068238537506,0,1,1,7.7,40.780267,-73.959775
35432761,0.8816763026944564,21,32.3247884885896,1,0,1,28.5,40.733987,-73.988517
4959421,1.2289621087683396,20,4.312582106629501,0,0,1,5.3,40.75447,-73.965816
10642127,0.9997462982611095,18,7.501903245898473,1,1,3,7.5,40.720156,-74.008476
54969484,10.051281769211094,10,2.397704148919861,0,0,5,24.1,40.736853,-73.98948
22219702,2.5964984423232385,8,4.352014935117478,0,1,1,11.3,40.709058,-74.002137
6507267,5.447791834287425,21,2.2945076427713778,1,0,1,12.5,40.722431,-73.98870699999999
19156583,1.1910328068469058,13,4.1140764316745155,1,0,1,4.9,40.762952,-73.993187
53268490,2.1869702188207087,11,4.115282376754593,1,0,1,9.0,40.74397,-73.981418
54554622,1.4701798421602719,1,4.761322254095288,0,0,1,7.0,40.800926,-73.957983
53641677,1.9822220497531864,19,2.8755607883131598,1,1,5,5.7,40.745368,-73.984748
9369941,2.9194663002193786,1,3.5965477660115464,1,0,3,10.5,40.764795,-73.98827
43214226,2.081130680452925,4,3.507708606944025,1,0,2,7.3,40.735437,-74.005973
41767931,1.0850556757378367,10,5.990476014587921,0,0,1,6.5,40.76742,-73.961617
16530651,6.185174969873593,9,2.473656780046222,1,1,1,15.3,40.704753,-74.015532
5507929,1.2675324522960527,10,4.181352509278476,0,0,1,5.3,40.773727,-73.981866
9649284,1.6078722211570475,13,4.042609800996816,1,0,1,6.5,40.767242,-73.96453199999999
43979089,19.045106961134614,15,3.6754847396157517,0,0,2,70.0,40.645105,-73.776917
52401915,2.2988925291292133,8,3.0014452231108075,1,1,1,6.9,40.734623,-73.979288
2494022,9.379394256869244,7,4.193234544032057,0,1,1,39.33,40.774505,-73.981771
40023799,1.1497683951451867,6,3.9138317064557717,1,0,1,4.5,40.744617,-73.98739499999999
49681704,1.8072141492658982,13,7.746729963179454,0,0,2,14.0,40.749628,-73.988844
51121283,0.6024190027096705,13,7.469883884404502,1,0,1,4.5,40.765607,-73.979773
26221880,4.493057083818872,6,2.2256561208655965,1,0,1,10.0,40.78118515014648,-73.95439910888672
3211734,0.8609945556116027,22,6.387961415264822,0,0,1,5.5,40.757131,-73.98406899999999
32258214,2.5012269314648288,13,2.598724617199493,0,0,1,6.5,40.74278,-73.984362
42163005,22.644762783239145,17,4.416032128807129,1,1,2,100.0,40.755749,-73.977335
26941442,1.893945093679099,18,3.2207903071521433,1,1,1,6.1,40.785893,-73.97055999999999
3153979,1.0434889672818666,11,4.3124557528594005,1,0,3,4.5,40.767687,-73.980163
32209373,4.3129881692977445,2,2.341763900930087,0,0,5,10.1,40.787302,-73.97754
38890063,0.6921873887714395,22,7.223477458718916,0,0,1,5.0,40.777637,-73.982817
42173589,1.7694975283407843,19,3.8994120587836965,0,1,1,6.9,40.780807,-73.961005
30865334,4.475789151356837,18,2.569379300746053,1,1,4,11.5,40.78583,-73.976313
52359061,3.088548686036752,21,3.140633671683223,0,0,2,9.7,40.728266,-73.991327
33830259,0.6418811200643829,23,15.579208808941077,0,0,1,10.0,40.807817,-73.96385699999999
43832567,0.8551718083505366,20,5.846778332934111,0,0,1,5.0,40.771797180175774,-73.95301818847656
49961192,1.9645368266132899,20,5.090258357355015,0,0,1,10.0,40.75668,-73.97010999999999
13753143,3.0615812550506707,12,3.266286002863084,0,0,1,10.0,40.78452,-73.95195600000001
46745584,1.2409577631977144,13,7.655377388123419,0,0,1,9.5,40.773612,-73.982443
8973257,1.6686935729036514,4,4.374679760585075,1,0,4,7.3,40.740162,-74.005883
15765846,0.5579640935152065,11,9.857265124982645,0,0,1,5.5,40.776083,-73.961802
13094846,1.351923632560083,10,7.76671089040479,0,0,1,10.5,40.763026,-73.982291
39661142,3.398055842476974,9,2.8545734530746545,0,1,1,9.7,40.738552,-73.999418
41753899,7.24406129987091,9,3.271645423599927,0,1,3,23.7,40.778937,-73.953695
38795835,0.674799532039616,22,4.890341269244188,0,0,4,3.3,40.742032,-73.99675699999999
7623397,1.110168224334509,19,4.053439741258607,0,1,2,4.5,40.759402,-73.969452
49932127,20.78046841355734,16,2.3854130240712066,1,0,1,49.57,40.757272,-73.989428
5419698,1.8756213711392735,19,3.6787808595979383,0,1,1,6.9,40.783858,-73.979855
47149397,1.7818894953304618,19,4.0967748107444635,0,1,3,7.3,40.736733,-73.995362
42704401,0.8163994177629399,12,4.89956253393788,0,0,1,4.0,40.723647,-73.991289
25076709,1.2414943210331757,19,5.235626043452763,1,1,1,6.5,40.733985900878906,-74.00273132324219
23022776,1.035873193324098,16,4.344161070101237,0,0,1,4.5,40.7266,-73.9941
39721199,5.187591554679736,14,2.640917245622625,0,0,5,13.7,40.740098,-73.99965300000001
51415395,0.8053713619105282,22,6.208316109153468,1,0,1,5.0,40.757839,-73.972356
32227282,3.551664805736921,2,1.942750900607116,0,0,1,6.9,40.736203,-74.003387
43798188,1.7435349096509505,13,4.588379593501556,0,0,5,8.0,40.735912,-73.99781
37803383,2.563623129091947,4,3.003561604910076,1,0,1,7.7,40.749922,-74.0027
25850609,0.8337608051686431,18,8.275754817479518,0,1,5,6.9,40.763940000000005,-73.98058
37394168,2.582004491416399,5,3.4856639598883534,1,0,5,9.0,40.7264404296875,-74.003662109375
12789844,0.894572073717483,14,6.371761613698809,0,0,1,5.7,40.755328000000006,-73.975802
40333210,2.3137554611703135,12,3.500802109788631,1,0,1,8.1,40.738217,-73.97749
6003868,12.52154669017919,13,3.0866793820537914,1,0,5,38.65,40.719832,-74.00245699999999
22695691,1.2711851051326313,3,3.540003719230556,1,0,2,4.5,40.76385,-73.961853
33224983,1.0289428571164705,0,4.762169216793881,1,0,5,4.9,40.778058,-73.945435
39038993,5.5891574139766504,15,3.667815822960402,0,0,1,20.5,40.724494,-73.998577
53851223,1.7943344254774738,15,5.294442253969486,0,0,2,9.5,40.748147,-73.989005
48039958,3.5735499931218704,10,3.945656287763914,0,0,1,14.1,40.779569,-73.957437
9920572,1.0459780753513024,22,5.0670278133888615,0,0,5,5.3,40.746752,-73.995977
17742264,2.0626474124837446,17,3.5391409873632633,1,1,1,7.3,40.723182,-73.988869
23792568,3.132227910020957,22,3.096837228532038,0,0,1,9.7,40.755534,-73.972471
20255104,4.201693071940259,6,2.9749912204386093,0,0,1,12.5,40.732985,-73.975488
41872502,5.21972610360578,0,3.5442472713693207,1,0,1,18.5,40.769981,-73.864248
24032920,1.9805924804325146,15,4.291645093060134,0,0,1,8.5,40.7613,-73.999848
13815841,2.9215708174180444,18,4.1073794715012495,0,1,1,12.0,40.769042,-73.96127299999999
36897631,0.8711403194730956,19,6.083979677585898,0,1,3,5.3,40.759387,-73.97729
39401998,2.290649072103854,17,3.7107386301617766,1,1,1,8.5,40.751358,-73.99414
43213983,3.700771518379503,19,2.5129895087585123,0,1,1,9.3,40.775429,-73.9765
33973605,0.3563846829704068,20,27.217780290533586,1,0,4,9.7,40.76002,-73.984835
16320621,4.5118575575658975,13,2.5488393313117217,0,0,1,11.5,40.714942,-74.01605500000001
19324163,6.083823479135583,20,2.3833696111873754,0,0,5,14.5,40.742623,-73.98512
30050609,1.8526876989299454,15,4.587929204101336,1,0,3,8.5,40.746662,-74.001075
19494871,3.753929075803347,0,2.797069360654605,0,0,1,10.5,40.73405838012695,-73.99932098388672
3874650,1.5484162849239036,1,3.552016375409211,1,0,2,5.5,40.732648,-73.98774
36498862,21.149616166481067,1,2.308788945181338,0,0,1,48.83,40.751245,-74.002887
34335860,2.566044232738948,21,3.5073440610154907,0,0,1,9.0,40.75395,-73.97863000000001
26188810,0.7389379117296067,11,6.089821524337551,0,0,1,4.5,40.787735,-73.955483
52603763,2.655429101087785,15,4.556702340515621,0,0,1,12.1,40.779457,-73.979885
20628428,5.061675463219801,0,2.3905128031071006,0,0,1,12.1,40.722455,-73.988787
53851882,0.6489029142437867,17,5.085506518098671,0,1,1,3.3,40.760772,-73.971085
20271559,2.6486691545277408,8,3.813235783991616,0,1,1,10.1,40.752953000000005,-73.973605
37433857,1.5349118557810646,14,2.9317644417503717,0,0,1,4.5,40.75511932373047,-73.9987030029297
42607669,1.082967185039196,10,5.0786395709681065,0,0,1,5.5,40.74094009399415,-74.00164794921875
48083907,1.7002646440859381,19,7.116539205874599,0,1,2,12.1,40.750908,-73.970413
42974728,1.7153159470361992,10,4.722162126455799,0,0,1,8.1,40.72919,-73.995511
18256252,0.8442062296310944,13,6.2780868157251355,1,0,5,5.3,40.750863,-73.986897
12765141,4.057084630517483,1,4.436683391961703,0,0,1,18.0,40.784285,-73.95214
78343,7.4603370853335935,8,3.1231832735555445,0,1,1,23.3,40.77435,-73.96386
37539567,2.3888251678736423,9,3.223341793093204,0,1,1,7.7,40.769943,-73.95153
22931867,0.3377120454725852,23,12.436630722255206,0,0,1,4.2,40.726878,-73.989149
16339012,3.2633776873269946,8,3.677171676021693,0,1,1,12.0,40.768082,-73.989412
19649381,1.8015999874907545,12,6.938277135209043,0,0,1,12.5,40.73530960083008,-73.98554992675781
43053953,2.691561649836615,19,3.1580179486195212,0,1,5,8.5,40.790043,-73.942787
28798874,3.4683063859889054,16,3.027414199165733,1,0,1,10.5,40.783008,-73.982202
54617223,3.6771157862582005,3,3.1818416063274997,1,0,3,11.7,40.721353,-73.99467
3112691,2.1051861369027582,14,2.8976060088323523,1,0,2,6.1,40.747317,-73.98302
47000278,3.859742609757887,21,2.2281278493177705,0,0,2,8.6,40.723763,-73.99951899999999
34606960,2.0482366417947926,19,3.9057986937436593,0,1,4,8.0,40.780120849609375,-73.96153259277344
9398281,4.941922340852336,1,2.1246792798020904,0,0,5,10.5,40.722718,-73.997937
6678774,1.6305420457627826,16,6.439576352714047,0,0,1,10.5,40.750467,-73.994967
28306625,9.354891181190675,8,4.471457678108014,0,1,1,41.83,40.770715,-73.86551999999999
43934696,1.462722697231099,20,3.8968425189476936,0,0,1,5.7,40.746491,-73.97785400000001
42143581,2.979639516403357,9,4.362943882450569,0,1,1,13.0,40.731571,-73.996911
54354009,0.5687875363496767,16,7.208315474549041,1,0,2,4.1,40.75126,-73.984785
